TreeDepth,PID,Process,VadNodeCount,Error
0,4,System,6,
0,108,Registry,68,
0,364,smss.exe,16,
0,480,csrss.exe,150,
0,604,wininit.exe,60,
0,628,csrss.exe,113,
0,712,winlogon.exe,95,
0,752,services.exe,62,
0,772,lsass.exe,154,
0,892,svchost.exe,152,
0,920,fontdrvhost.ex,46,
0,964,fontdrvhost.ex,48,
0,416,svchost.exe,90,
0,524,svchost.exe,78,
0,464,dwm.exe,289,
0,1052,svchost.exe,85,
0,1128,svchost.exe,53,
0,1136,svchost.exe,70,
0,1220,svchost.exe,70,
0,1252,svchost.exe,91,
0,1308,svchost.exe,79,
0,1344,svchost.exe,53,
0,1372,svchost.exe,70,
0,1452,svchost.exe,100,
0,1460,svchost.exe,86,
0,1468,svchost.exe,54,
0,1480,svchost.exe,67,
0,1616,svchost.exe,69,
0,1660,svchost.exe,69,
0,1668,svchost.exe,65,
0,1708,MemCompression,0,
0,1792,svchost.exe,90,
0,1808,svchost.exe,96,
0,1832,svchost.exe,103,
0,1936,svchost.exe,83,
0,1992,svchost.exe,74,
0,2000,svchost.exe,81,
0,2008,svchost.exe,61,
0,1760,svchost.exe,78,
0,2116,svchost.exe,53,
0,2316,spoolsv.exe,123,
0,2344,svchost.exe,110,
0,2388,svchost.exe,75,
0,2428,svchost.exe,70,
0,2524,svchost.exe,76,
0,2552,svchost.exe,73,
0,2660,svchost.exe,92,
0,2668,svchost.exe,135,
0,2676,svchost.exe,193,
0,2688,svchost.exe,203,
0,2724,svchost.exe,53,
0,2804,svchost.exe,116,
0,2896,svchost.exe,53,
0,3024,svchost.exe,101,
0,3064,MpDefenderCore,116,
0,1956,MsMpEng.exe,2087,
0,3040,VGAuthService.,83,
0,3088,vmtoolsd.exe,146,
0,3200,svchost.exe,86,
0,3248,vm3dservice.ex,58,
0,3432,vm3dservice.ex,72,
0,3512,svchost.exe,60,
0,3604,svchost.exe,67,
0,3916,SearchIndexer.,277,
0,760,dllhost.exe,128,
0,4028,dllhost.exe,101,
0,3852,msdtc.exe,95,
0,4160,sihost.exe,134,
0,4184,WmiPrvSE.exe,126,
0,4248,svchost.exe,136,
0,4300,svchost.exe,172,
0,4340,taskhostw.exe,243,
0,4548,svchost.exe,68,
0,4576,AggregatorHost,49,
0,4636,svchost.exe,88,
0,4688,MicrosoftEdgeU,96,
0,4788,ctfmon.exe,110,
0,4916,userinit.exe,0,
0,4956,svchost.exe,75,
0,4996,explorer.exe,573,
0,5012,svchost.exe,77,
0,4568,svchost.exe,127,
0,5356,svchost.exe,72,
0,5392,svchost.exe,73,
0,5464,svchost.exe,81,
0,5700,svchost.exe,107,
0,5900,svchost.exe,73,
0,4064,NisSrv.exe,77,
0,4612,StartMenuExper,223,
0,6172,RuntimeBroker.,148,
0,6292,svchost.exe,87,
0,6360,SearchApp.exe,668,
0,6668,RuntimeBroker.,163,
0,6748,svchost.exe,0,
0,908,UserOOBEBroker,76,
0,2752,ShellExperienc,209,
0,2636,svchost.exe,112,
0,7220,RuntimeBroker.,95,
0,7868,svchost.exe,93,
0,8004,SecurityHealth,71,
0,8064,SecurityHealth,108,
0,8144,vmtoolsd.exe,132,
0,7360,OneDrive.exe,0,
0,3704,svchost.exe,81,
0,7496,M365Copilot.ex,401,
0,7744,RuntimeBroker.,97,
0,7848,msedgewebview2,304,
0,4360,msedgewebview2,75,
0,8264,RuntimeBroker.,109,
0,8280,msedgewebview2,151,
0,8288,msedgewebview2,125,
0,8468,msedgewebview2,87,
0,8736,msedgewebview2,192,
0,2172,svchost.exe,89,
0,8892,PhoneExperienc,723,
0,2612,Taskmgr.exe,235,
0,6768,svchost.exe,129,
0,1644,svchost.exe,87,
0,4376,svchost.exe,100,
0,6924,svchost.exe,186,
0,6596,SearchApp.exe,261,
0,3324,msedgewebview2,331,
0,4032,msedgewebview2,74,
0,9088,msedgewebview2,124,
0,3540,msedgewebview2,170,
0,8920,msedgewebview2,86,
0,4004,msedgewebview2,148,
0,6276,HxTsr.exe,0,
0,6244,powershell.exe,0,
0,9080,svchost.exe,0,
0,4208,svchost.exe,110,
0,6780,HxTsr.exe,0,
0,9020,svchost.exe,472,
0,6324,svchost.exe,65,
0,8400,OneDrive.exe,341,
0,6984,OneDrive.Sync.,241,
0,8896,HxTsr.exe,0,
0,5772,HxTsr.exe,0,
0,6536,go-winpmem_amd,68,
0,1412,conhost.exe,71,

