TreeDepth,PID,Process,VadNodeCount,Error
0,4,System,5,
0,124,Registry,126,
0,452,smss.exe,23,
0,636,csrss.exe,165,
0,716,csrss.exe,128,
0,768,winlogon.exe,86,
0,784,wininit.exe,64,
0,868,services.exe,63,
0,888,lsass.exe,155,
0,996,fontdrvhost.ex,48,
0,1004,fontdrvhost.ex,47,
0,516,svchost.exe,161,
0,916,svchost.exe,90,
0,1036,svchost.exe,75,
0,1104,dwm.exe,273,
0,1276,svchost.exe,87,
0,1296,svchost.exe,210,
0,1456,svchost.exe,82,
0,1496,svchost.exe,87,
0,1564,svchost.exe,92,
0,1608,svchost.exe,54,
0,1616,svchost.exe,77,
0,1624,svchost.exe,73,
0,1632,svchost.exe,55,
0,1640,svchost.exe,54,
0,1652,svchost.exe,70,
0,1740,svchost.exe,72,
0,1748,svchost.exe,57,
0,1756,svchost.exe,93,
0,1848,svchost.exe,121,
0,1916,svchost.exe,74,
0,1944,svchost.exe,75,
0,1952,svchost.exe,71,
0,1964,MemCompression,0,
0,2120,svchost.exe,96,
0,2152,svchost.exe,74,
0,2292,svchost.exe,81,
0,2300,svchost.exe,78,
0,2308,svchost.exe,60,
0,2500,svchost.exe,79,
0,2584,svchost.exe,83,
0,2640,svchost.exe,84,
0,2856,svchost.exe,80,
0,2924,spoolsv.exe,130,
0,1716,svchost.exe,114,
0,2636,svchost.exe,58,
0,3152,svchost.exe,77,
0,3272,svchost.exe,108,
0,3280,svchost.exe,122,
0,3288,svchost.exe,191,
0,3296,svchost.exe,53,
0,3344,svchost.exe,111,
0,3356,svchost.exe,120,
0,3472,vm3dservice.ex,71,
0,3512,MsMpEng.exe,1983,
0,3620,MpDefenderCore,123,
0,3784,svchost.exe,90,
0,3792,VGAuthService.,92,
0,3864,vmtoolsd.exe,169,
0,3916,vm3dservice.ex,83,
0,3984,svchost.exe,89,
0,2688,svchost.exe,225,
0,4184,svchost.exe,64,
0,5004,sihost.exe,179,
0,5068,svchost.exe,134,
0,5116,svchost.exe,54,
0,488,svchost.exe,134,
0,3244,taskhostw.exe,230,
0,4296,svchost.exe,87,
0,4524,AggregatorHost,67,
0,4612,svchost.exe,102,
0,4836,dllhost.exe,115,
0,2160,svchost.exe,0,
0,5252,msdtc.exe,109,
0,5304,svchost.exe,599,
0,5332,WmiPrvSE.exe,149,
0,5504,svchost.exe,126,
0,5632,userinit.exe,0,
0,5712,explorer.exe,594,
0,5784,svchost.exe,80,
0,2128,ShellHost.exe,151,
0,5700,WmiPrvSE.exe,146,
0,5976,svchost.exe,81,
0,5620,svchost.exe,66,
0,1240,svchost.exe,83,
0,5296,CrossDeviceRes,173,
0,6444,svchost.exe,114,
0,6608,svchost.exe,105,
0,6688,svchost.exe,77,
0,6352,SearchHost.exe,341,
0,1424,Widgets.exe,258,
0,3540,StartMenuExper,362,
0,3636,NisSrv.exe,73,
0,6212,RuntimeBroker.,169,
0,5208,svchost.exe,115,
0,6984,WidgetService.,132,
0,7516,msedgewebview2,311,
0,7540,ctfmon.exe,136,
0,7880,msedgewebview2,72,
0,1896,svchost.exe,94,
0,2264,msedgewebview2,123,
0,7224,msedgewebview2,136,
0,6532,msedgewebview2,76,
0,3040,msedgewebview2,178,
0,9136,SecurityHealth,80,
0,9156,SecurityHealth,137,
0,9212,vmtoolsd.exe,141,
0,4336,svchost.exe,141,
0,8420,svchost.exe,121,
0,7352,svchost.exe,76,
0,8580,svchost.exe,94,
0,4928,svchost.exe,125,
0,8540,svchost.exe,100,
0,1368,SearchIndexer.,149,
0,3732,ShellExperienc,226,
0,508,RuntimeBroker.,110,
0,7832,MicrosoftEdgeU,110,
0,8048,msedgewebview2,325,
0,7920,msedgewebview2,80,
0,1020,msedgewebview2,175,
0,1364,msedgewebview2,128,
0,3312,RuntimeBroker.,62,
0,8520,msedgewebview2,78,
0,4004,msedgewebview2,209,
0,5956,svchost.exe,0,
0,5636,svchost.exe,56,
0,4016,svchost.exe,139,
0,5924,Taskmgr.exe,412,
0,9200,OneDrive.exe,347,
0,10536,OneDrive.Sync.,252,
0,8956,TrustedInstall,76,
0,5824,TiWorker.exe,125,
0,5416,svchost.exe,79,
0,9876,svchost.exe,116,
0,9796,svchost.exe,93,
0,10584,svchost.exe,67,
0,9944,smartscreen.ex,77,
0,6000,SearchProtocol,109,
0,4816,go-winpmem_amd,72,
0,6988,conhost.exe,75,

