TreeDepth,PID,Process,VadNodeCount,Error
0,4,System,6,
0,108,Registry,69,
0,380,smss.exe,16,
0,480,csrss.exe,148,
0,572,wininit.exe,60,
0,580,csrss.exe,104,
0,676,winlogon.exe,93,
0,720,services.exe,59,
0,744,WerFault.exe,0,
0,764,lsass.exe,153,
0,888,svchost.exe,158,
0,916,fontdrvhost.ex,48,
0,924,fontdrvhost.ex,46,
0,1016,svchost.exe,88,
0,436,svchost.exe,79,
0,908,dwm.exe,268,
0,1104,svchost.exe,85,
0,1180,svchost.exe,105,
0,1216,svchost.exe,102,
0,1324,svchost.exe,76,
0,1432,svchost.exe,87,
0,1440,svchost.exe,54,
0,1496,MemCompression,935,
0,1532,svchost.exe,53,
0,1540,svchost.exe,53,
0,1548,svchost.exe,67,
0,1556,svchost.exe,80,
0,1564,svchost.exe,70,
0,1688,svchost.exe,69,
0,1740,svchost.exe,69,
0,1748,svchost.exe,51,
0,1756,svchost.exe,69,
0,1800,svchost.exe,69,
0,1920,svchost.exe,70,
0,1964,svchost.exe,60,
0,1992,svchost.exe,93,
0,1364,svchost.exe,96,
0,1980,svchost.exe,83,
0,2076,svchost.exe,73,
0,2092,svchost.exe,81,
0,2100,svchost.exe,61,
0,2204,svchost.exe,78,
0,2264,svchost.exe,69,
0,2376,spoolsv.exe,123,
0,2452,svchost.exe,73,
0,2508,svchost.exe,110,
0,2580,svchost.exe,76,
0,2844,svchost.exe,116,
0,2852,svchost.exe,203,
0,2864,svchost.exe,139,
0,2880,svchost.exe,191,
0,2912,svchost.exe,53,
0,2948,MpDefenderCore,115,
0,2956,VGAuthService.,83,
0,2968,vm3dservice.ex,58,
0,2984,svchost.exe,114,
0,2996,vmtoolsd.exe,148,
0,3008,MsMpEng.exe,2094,
0,2184,svchost.exe,87,
0,3076,svchost.exe,53,
0,3092,svchost.exe,101,
0,3200,vm3dservice.ex,72,
0,3544,SearchIndexer.,284,
0,3792,dllhost.exe,101,
0,3908,dllhost.exe,129,
0,3960,msdtc.exe,95,
0,3172,svchost.exe,67,
0,2900,WmiPrvSE.exe,131,
0,4412,AggregatorHost,49,
0,5096,svchost.exe,77,
0,2888,svchost.exe,72,
0,4296,svchost.exe,81,
0,4692,svchost.exe,114,
0,4788,svchost.exe,89,
0,4864,NisSrv.exe,69,
0,4544,svchost.exe,73,
0,4556,svchost.exe,137,
0,1116,svchost.exe,133,
0,1824,svchost.exe,87,
0,2648,svchost.exe,87,
0,3128,svchost.exe,101,
0,5068,svchost.exe,0,
0,2328,svchost.exe,0,
0,1484,svchost.exe,94,
0,3504,sihost.exe,133,
0,4428,svchost.exe,136,
0,1244,svchost.exe,175,
0,4680,taskhostw.exe,192,
0,4356,MicrosoftEdgeU,96,
0,5112,svchost.exe,68,
0,468,ctfmon.exe,109,
0,1376,userinit.exe,0,
0,1076,explorer.exe,520,
0,2676,svchost.exe,108,
0,5256,StartMenuExper,224,
0,5376,RuntimeBroker.,149,
0,5624,SearchApp.exe,592,
0,5796,RuntimeBroker.,165,
0,6316,RuntimeBroker.,95,
0,6596,svchost.exe,94,
0,7084,PhoneExperienc,737,
0,1316,SecurityHealth,71,
0,2372,SecurityHealth,108,
0,6284,vmtoolsd.exe,132,
0,6504,OneDrive.exe,436,
0,6488,svchost.exe,73,
0,6752,m365copilot_au,74,
0,6748,svchost.exe,80,
0,7544,ShellExperienc,201,
0,7636,RuntimeBroker.,110,
0,7376,Taskmgr.exe,237,
0,7396,HxTsr.exe,0,
0,3924,svchost.exe,189,
0,6892,powershell.exe,0,
0,2616,svchost.exe,90,
0,8092,SearchApp.exe,259,
0,7300,msedgewebview2,343,
0,6152,msedgewebview2,74,
0,8060,msedgewebview2,124,
0,5004,msedgewebview2,227,
0,7876,msedgewebview2,86,
0,4424,msedgewebview2,201,
0,4972,OneDrive.Sync.,228,
0,3252,msedgewebview2,98,
0,5876,svchost.exe,65,
0,6224,HxTsr.exe,0,
0,4896,svchost.exe,62,
0,4724,SearchProtocol,46,
0,7100,SearchFilterHo,29,
0,2388,TrustedInstall,63,
0,3320,TiWorker.exe,0,
0,6536,powershell.exe,239,
0,7480,conhost.exe,69,
0,7628,go-winpmem_amd,67,
0,1648,conhost.exe,69,

