RunID,OS,RAMTier,Pressure,Variant,PID,Process,VmemCount,RawCount,Delta,Status,Tier,Error
Run030A,Win11,8Gb,2,Async,4,System,5,5,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,124,Registry,85,85,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,440,svchost.exe,166,166,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,456,smss.exe,23,23,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,552,svchost.exe,80,80,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,564,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,600,fontdrvhost.ex,48,48,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,636,csrss.exe,159,160,1,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,716,wininit.exe,65,66,1,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,724,csrss.exe,127,127,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,732,msedgewebview2,79,79,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,788,winlogon.exe,85,85,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,800,taskhostw.exe,194,194,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,864,svchost.exe,90,90,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,868,services.exe,61,61,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,888,WerFault.exe,0,0,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,912,lsass.exe,152,151,-1,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,936,svchost.exe,81,80,-1,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,1084,svchost.exe,221,221,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1092,svchost.exe,78,78,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1176,MemCompression,1925,1925,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1216,dwm.exe,272,270,-2,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,1324,msedgewebview2,80,80,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1376,svchost.exe,86,86,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1396,msedgewebview2,130,130,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1444,svchost.exe,91,95,4,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,1452,svchost.exe,82,82,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1532,sihost.exe,181,181,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1552,svchost.exe,80,80,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1584,svchost.exe,58,58,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1596,svchost.exe,75,75,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1600,svchost.exe,53,53,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1604,svchost.exe,53,53,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1616,svchost.exe,72,75,3,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,1632,svchost.exe,54,53,-1,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,1640,svchost.exe,69,69,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1692,svchost.exe,97,97,0,MATCH,MATCH,
Run030A,Win11,8Gb,2,Async,1744,conhost.exe,,,,MISSING FROM VMEM,MISSING,
Run030A,Win11,8Gb,2,Async,1792,svchost.exe,120,122,2,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,1800,svchost.exe,77,80,3,MISMATCH,SMALL,
Run030A,Win11,8Gb,2,Async,1900,svchost.exe,92,94,2,MISMATCH,SMALL,
