TreeDepth,PID,Process,VadNodeCount,Error
0,4,System,5,
0,124,Registry,85,
0,456,smss.exe,23,
0,636,csrss.exe,157,
0,716,wininit.exe,65,
0,724,csrss.exe,125,
0,788,winlogon.exe,87,
0,868,services.exe,60,
0,888,WerFault.exe,0,
0,912,lsass.exe,151,
0,440,svchost.exe,167,
0,564,fontdrvhost.ex,48,
0,600,fontdrvhost.ex,48,
0,864,svchost.exe,91,
0,1084,svchost.exe,221,
0,1092,svchost.exe,78,
0,1216,dwm.exe,270,
0,1376,svchost.exe,86,
0,1444,svchost.exe,96,
0,1452,svchost.exe,82,
0,1552,svchost.exe,82,
0,1600,svchost.exe,53,
0,1604,svchost.exe,53,
0,1616,svchost.exe,74,
0,1632,svchost.exe,53,
0,1640,svchost.exe,69,
0,1792,svchost.exe,119,
0,1800,svchost.exe,80,
0,1900,svchost.exe,91,
0,1908,svchost.exe,72,
0,1920,svchost.exe,57,
0,1176,MemCompression,1520,
0,1596,svchost.exe,75,
0,1584,svchost.exe,58,
0,2140,svchost.exe,74,
0,2188,svchost.exe,81,
0,2196,svchost.exe,73,
0,2324,svchost.exe,97,
0,2380,svchost.exe,78,
0,2452,svchost.exe,73,
0,2528,svchost.exe,60,
0,2576,svchost.exe,81,
0,2640,svchost.exe,71,
0,2740,svchost.exe,82,
0,2800,svchost.exe,82,
0,2900,spoolsv.exe,130,
0,2996,svchost.exe,116,
0,3044,svchost.exe,77,
0,2436,svchost.exe,78,
0,3236,svchost.exe,71,
0,3284,svchost.exe,82,
0,3364,svchost.exe,186,
0,3372,svchost.exe,108,
0,3380,svchost.exe,127,
0,3432,MpDefenderCore,113,
0,3448,svchost.exe,53,
0,3464,svchost.exe,90,
0,3472,vmtoolsd.exe,168,
0,3488,VGAuthService.,92,
0,3496,vm3dservice.ex,71,
0,3528,svchost.exe,118,
0,3544,MsMpEng.exe,1814,
0,3588,svchost.exe,120,
0,3884,vm3dservice.ex,83,
0,4116,dllhost.exe,115,
0,4288,msdtc.exe,109,
0,4452,WmiPrvSE.exe,127,
0,4752,svchost.exe,90,
0,4760,svchost.exe,222,
0,4988,svchost.exe,65,
0,5080,svchost.exe,120,
0,1692,svchost.exe,99,
0,4552,AggregatorHost,64,
0,4768,svchost.exe,87,
0,4624,NisSrv.exe,72,
0,5276,svchost.exe,77,
0,6104,svchost.exe,138,
0,3516,svchost.exe,139,
0,5484,svchost.exe,72,
0,552,svchost.exe,75,
0,5604,svchost.exe,95,
0,5636,svchost.exe,155,
0,1956,svchost.exe,102,
0,3248,SearchIndexer.,128,
0,1532,sihost.exe,179,
0,2484,svchost.exe,134,
0,2908,svchost.exe,53,
0,2544,svchost.exe,140,
0,800,taskhostw.exe,196,
0,2812,MicrosoftEdgeU,110,
0,2100,userinit.exe,0,
0,2068,explorer.exe,561,
0,2404,ShellHost.exe,152,
0,936,svchost.exe,80,
0,2796,CrossDeviceRes,174,
0,6000,svchost.exe,106,
0,6560,StartMenuExper,358,
0,6588,SearchHost.exe,333,
0,6740,RuntimeBroker.,167,
0,6804,svchost.exe,115,
0,6988,Widgets.exe,245,
0,4848,msedgewebview2,306,
0,7240,msedgewebview2,72,
0,7580,WidgetService.,131,
0,7888,msedgewebview2,124,
0,7896,msedgewebview2,139,
0,3412,msedgewebview2,76,
0,7328,msedgewebview2,179,
0,5980,svchost.exe,92,
0,8480,SecurityHealth,80,
0,8500,SecurityHealth,135,
0,8564,ctfmon.exe,135,
0,8740,vmtoolsd.exe,140,
0,8800,OneDrive.exe,346,
0,8260,ShellExperienc,228,
0,6940,svchost.exe,158,
0,6936,RuntimeBroker.,109,
0,9220,dllhost.exe,78,
0,9716,Taskmgr.exe,427,
0,5732,msedgewebview2,339,
0,1324,msedgewebview2,80,
0,6688,msedgewebview2,182,
0,1396,msedgewebview2,129,
0,8960,RuntimeBroker.,96,
0,732,msedgewebview2,78,
0,4080,msedgewebview2,213,
0,4312,svchost.exe,0,
0,5844,svchost.exe,79,
0,10184,svchost.exe,67,
0,4540,SearchProtocol,111,
0,4700,powershell.exe,310,
0,1424,conhost.exe,75,
0,5960,go-winpmem_amd,74,
0,1168,conhost.exe,75,

